employee_id,event_id,month,status
E0187,EV038,8,completed
E0187,EV037,10,skipped
E0187,EV027,12,skipped
E0187,EV026,13,completed
E0187,EV039,14,completed
E0187,EV034,16,completed
E0187,EV028,18,declined
E0187,EV026,20,declined
E0187,EV031,21,skipped
E0187,EV039,22,skipped
E0187,EV028,23,completed
E0188,EV026,1,completed
E0188,EV036,2,completed
E0188,EV033,4,skipped
E0188,EV039,5,completed
E0188,EV028,6,completed
E0188,EV027,7,completed
E0188,EV026,8,completed
E0188,EV039,12,completed
E0188,EV038,13,completed
E0188,EV037,20,completed
E0188,EV034,23,completed
E0188,EV030,24,skipped
E0189,EV039,1,completed
E0189,EV040,2,completed
E0189,EV037,3,skipped
E0189,EV040,4,completed
E0189,EV030,5,completed
E0189,EV032,6,declined
E0189,EV030,7,declined
E0189,EV034,9,completed
E0189,EV028,10,completed
E0189,EV032,18,completed
E0189,EV029,21,completed
E0189,EV039,22,completed
E0189,EV034,23,completed
E0190,EV027,2,completed
E0190,EV038,4,skipped
E0190,EV026,5,completed
E0190,EV028,6,completed
E0190,EV027,11,completed
E0190,EV026,12,skipped
E0190,EV030,13,completed
E0190,EV029,14,skipped
E0190,EV026,18,completed
E0190,EV027,20,declined
E0190,EV035,21,completed
E0190,EV038,22,completed
E0190,EV026,23,completed
E0191,EV038,7,completed
E0191,EV031,10,declined
E0191,EV037,11,completed
E0191,EV031,12,completed
E0191,EV037,13,completed
E0191,EV034,17,skipped
E0192,EV038,2,completed
E0192,EV028,3,skipped
E0192,EV028,4,declined
E0192,EV034,5,completed
E0192,EV037,6,completed
E0192,EV034,10,declined
E0192,EV031,12,completed
E0192,EV028,14,completed
E0192,EV031,15,completed
E0192,EV032,16,completed
E0192,EV037,17,skipped
E0192,EV032,19,completed
E0193,EV033,1,completed
E0193,EV040,2,completed
E0193,EV027,3,completed
E0193,EV031,4,completed
E0193,EV027,5,completed
E0193,EV038,8,completed
E0193,EV033,9,declined
E0193,EV038,10,skipped
E0193,EV036,12,declined
E0193,EV027,13,declined
E0193,EV033,14,completed
E0193,EV039,16,completed
E0193,EV032,19,skipped
E0193,EV040,21,completed
E0193,EV033,23,completed
E0194,EV029,2,completed
E0194,EV034,3,completed
E0194,EV039,9,completed
E0194,EV032,12,completed
E0194,EV032,13,skipped
E0194,EV029,14,completed
E0194,EV033,15,completed
E0194,EV031,17,completed
E0194,EV036,20,completed
E0194,EV039,22,completed
E0194,EV027,24,completed
E0195,EV026,2,completed
E0195,EV033,3,completed
E0195,EV029,5,skipped
E0195,EV026,7,declined
E0195,EV038,8,completed
E0195,EV040,11,skipped
E0195,EV038,13,completed
E0195,EV033,16,completed
E0195,EV029,18,declined
E0195,EV038,20,completed
E0195,EV030,22,completed
E0195,EV028,24,completed
E0196,EV028,7,skipped
E0196,EV027,9,skipped
E0196,EV032,10,completed
E0196,EV038,14,completed
E0196,EV029,15,skipped
E0196,EV032,17,completed
E0196,EV034,23,skipped
E0197,EV037,1,completed
E0197,EV037,3,completed
E0197,EV026,5,completed
E0197,EV033,7,declined
E0197,EV033,11,skipped
E0197,EV027,13,skipped
E0197,EV036,14,completed
E0197,EV034,16,declined
E0197,EV033,18,declined
E0197,EV039,19,completed
E0197,EV033,23,completed
E0198,EV029,6,completed
E0198,EV029,7,declined
E0198,EV035,13,declined
E0198,EV031,14,skipped
E0198,EV026,18,completed
E0198,EV030,24,completed
E0199,EV031,2,completed
E0199,EV035,3,completed
E0199,EV032,7,completed
E0199,EV039,8,completed
E0199,EV036,11,completed
E0199,EV030,12,completed
E0199,EV040,14,declined
E0199,EV027,15,declined
E0199,EV038,18,skipped
E0199,EV027,20,completed
E0199,EV035,21,declined
E0199,EV027,22,completed
E0199,EV038,24,completed
E0200,EV038,2,declined
E0200,EV032,4,declined
E0200,EV036,6,completed
E0200,EV037,7,completed
E0200,EV031,8,skipped
E0200,EV034,9,completed
E0200,EV040,10,completed
E0200,EV030,13,skipped
E0200,EV038,14,declined
E0200,EV036,15,completed
E0200,EV040,17,declined
E0200,EV026,18,completed
E0200,EV028,19,skipped
E0200,EV039,21,skipped
E0200,EV039,23,completed
E0200,EV031,24,completed
E0001,EV005,25,completed
E0001,EV032,25,completed
E0001,EV033,25,completed
E0001,EV040,25,completed
